scientificName,nameJa,author,source,photoUrl,licenseCode,licenseUrl,credit
Ailurus fulgens,レッサーパンダ,zhangshen,iNaturalist,https://www.inaturalist.org/photos/117761880,cc-by,https://creativecommons.org/licenses/by/4.0/,"Ailurus fulgens [Ailurus fulgens] — zhangshen / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/117761880. Original attribution: (c) zhangshen, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Alcedo atthis,カワセミ,SteveM4560,iNaturalist,https://www.inaturalist.org/photos/347327856,cc-by,https://creativecommons.org/licenses/by/4.0/,"Alcedo atthis [Alcedo atthis] — SteveM4560 / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/347327856. Original attribution: (c) SteveM4560, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Alces alces,ヘラジカ,Dan Vickers,iNaturalist,https://www.inaturalist.org/photos/458933375,cc-by,https://creativecommons.org/licenses/by/4.0/,"Alces alces [Alces alces] — Dan Vickers / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/458933375. Original attribution: (c) Dan Vickers, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Alligator mississippiensis,ミシシッピワニ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/113744549,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Alligator mississippiensis [Alligator mississippiensis] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/113744549. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Aloe vera,アロエベラ,Photo by David J. Stang,iNaturalist,https://www.inaturalist.org/photos/340224811,cc-by-sa,https://creativecommons.org/licenses/by-sa/4.0/,"Aloe vera [Aloe vera] — Photo by David J. Stang / iNaturalist, CC-BY-SA (https://creativecommons.org/licenses/by-sa/4.0/); source: https://www.inaturalist.org/photos/340224811. Original attribution: (c) Photo by David J. Stang, some rights reserved (CC BY-SA). Resized and re-encoded; no subject alteration."
Alouatta seniculus,アカホエザル,desertnaturalist,iNaturalist,https://www.inaturalist.org/photos/604749963,cc-by,https://creativecommons.org/licenses/by/4.0/,"Alouatta seniculus [Alouatta seniculus] — desertnaturalist / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/604749963. Original attribution: (c) desertnaturalist, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Amanita muscaria,ベニテングタケ,Tony Wills,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Fly_Agaric_mushroom_04.jpg,cc-by-sa,https://creativecommons.org/licenses/by-sa/3.0,"Fly Agaric mushroom 04 [Amanita muscaria] — Tony Wills / Wikimedia Commons, CC-BY-SA (https://creativecommons.org/licenses/by-sa/3.0); source: https://commons.wikimedia.org/wiki/File:Fly_Agaric_mushroom_04.jpg. Original attribution: Tony Wills. Resized and re-encoded; no subject alteration."
Amanita phalloides,タマゴテングタケ,Archenzo,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Amanita_phalloides_1.JPG,cc-by-sa,https://creativecommons.org/licenses/by-sa/3.0/,"Amanita phalloides 1 [Amanita phalloides] — Archenzo / Wikimedia Commons, CC-BY-SA (https://creativecommons.org/licenses/by-sa/3.0/); source: https://commons.wikimedia.org/wiki/File:Amanita_phalloides_1.JPG. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Amblyrhynchus cristatus,ウミイグアナ,Shawn O'Donnell,iNaturalist,https://www.inaturalist.org/photos/29325793,cc-by,https://creativecommons.org/licenses/by/4.0/,"Amblyrhynchus cristatus [Amblyrhynchus cristatus] — Shawn O'Donnell / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/29325793. Original attribution: (c) Shawn O'Donnell, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Amborella trichopoda,アンボレラ,Scott Zona,iNaturalist,https://www.inaturalist.org/photos/52298508,cc-by,https://creativecommons.org/licenses/by/4.0/,"Amborella trichopoda [Amborella trichopoda] — Scott Zona / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/52298508. Original attribution: (c) Scott Zona, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Ambystoma mexicanum,アホロートル,Juan Cruzado Cortés,iNaturalist,https://www.inaturalist.org/photos/321610,cc-by-sa,https://creativecommons.org/licenses/by-sa/4.0/,"Ambystoma mexicanum [Ambystoma mexicanum] — Juan Cruzado Cortés / iNaturalist, CC-BY-SA (https://creativecommons.org/licenses/by-sa/4.0/); source: https://www.inaturalist.org/photos/321610. Original attribution: (c) Juan Cruzado Cortés, some rights reserved (CC BY-SA). Resized and re-encoded; no subject alteration."
Ambystoma tigrinum,トラフサンショウウオ,Peter Paplanus,iNaturalist,https://www.inaturalist.org/photos/7796623,cc-by,https://creativecommons.org/licenses/by/4.0/,"Ambystoma tigrinum [Ambystoma tigrinum] — Peter Paplanus / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/7796623. Original attribution: (c) Peter Paplanus, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Amia calva,ボウフィン,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/176940354,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Amia calva [Amia calva] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/176940354. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Amorphophallus titanum,ショクダイオオコンニャク,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/629644361,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Amorphophallus titanum [Amorphophallus titanum] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/629644361. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Amphiprion ocellaris,カクレクマノミ,portioid,iNaturalist,https://www.inaturalist.org/photos/269009306,cc-by,https://creativecommons.org/licenses/by/4.0/,"Amphiprion ocellaris [Amphiprion ocellaris] — portioid / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/269009306. Original attribution: (c) portioid, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Anas platyrhynchos,マガモ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/32774133,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Anas platyrhynchos [Anas platyrhynchos] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/32774133. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Anax junius,アメリカギンヤンマ,Michelle W. （鍾偉瑋）,iNaturalist,https://www.inaturalist.org/photos/154883429,cc-by,https://creativecommons.org/licenses/by/4.0/,"Anax junius [Anax junius] — Michelle W. （鍾偉瑋） / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/154883429. Original attribution: (c) Michelle W. （鍾偉瑋）, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Andrias davidianus,チュウゴクオオサンショウウオ,Stefano Menchetti,iNaturalist,https://www.inaturalist.org/photos/482652350,cc-by-sa,https://creativecommons.org/licenses/by-sa/4.0/,"Andrias davidianus [Andrias davidianus] — Stefano Menchetti / iNaturalist, CC-BY-SA (https://creativecommons.org/licenses/by-sa/4.0/); source: https://www.inaturalist.org/photos/482652350. Original attribution: (c) Stefano Menchetti, some rights reserved (CC BY-SA). Resized and re-encoded; no subject alteration."
Andrias japonicus,オオサンショウウオ,Ken-ichi Ueda,iNaturalist,https://www.inaturalist.org/photos/528589251,cc-by,https://creativecommons.org/licenses/by/4.0/,"Andrias japonicus [Andrias japonicus] — Ken-ichi Ueda / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/528589251. Original attribution: (c) Ken-ichi Ueda, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Anguilla anguilla,ヨーロッパウナギ,Roy Lowry,iNaturalist,https://www.inaturalist.org/photos/74482397,cc-by,https://creativecommons.org/licenses/by/4.0/,"Anguilla anguilla [Anguilla anguilla] — Roy Lowry / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/74482397. Original attribution: (c) Roy Lowry, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Anthoceros agrestis,アンソセロス・アグレスティス（ツノゴケ）,Михаил Языков,iNaturalist,https://www.inaturalist.org/photos/539017853,cc-by,https://creativecommons.org/licenses/by/4.0/,"Anthoceros agrestis [Anthoceros agrestis] — Михаил Языков / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/539017853. Original attribution: (c) Михаил Языков, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Antilocapra americana,プロングホーン,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/268596217,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Antilocapra americana [Antilocapra americana] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/268596217. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Apis mellifera,セイヨウミツバチ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/217394043,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Apis mellifera [Apis mellifera] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/217394043. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Aptenodytes forsteri,コウテイペンギン,John Barkla,iNaturalist,https://www.inaturalist.org/photos/2912286,cc-by,https://creativecommons.org/licenses/by/4.0/,"Aptenodytes forsteri [Aptenodytes forsteri] — John Barkla / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/2912286. Original attribution: (c) John Barkla, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Aptenodytes patagonicus,オウサマペンギン,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/278800586,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Aptenodytes patagonicus [Aptenodytes patagonicus] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/278800586. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Apteryx mantelli,キタキーウィ,hjcjim,iNaturalist,https://www.inaturalist.org/photos/452131234,cc-by,https://creativecommons.org/licenses/by/4.0/,"Apteryx mantelli [Apteryx mantelli] — hjcjim / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/452131234. Original attribution: (c) hjcjim, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Aquila chrysaetos,イヌワシ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/222207380,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Aquila chrysaetos [Aquila chrysaetos] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/222207380. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Ara macao,コンゴウインコ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/600880304,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Ara macao [Ara macao] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/600880304. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Arabidopsis thaliana,シロイヌナズナ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/427237684,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Arabidopsis thaliana [Arabidopsis thaliana] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/427237684. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Arachis hypogaea,ラッカセイ,葉子,iNaturalist,https://www.inaturalist.org/photos/105026294,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Arachis hypogaea [Arachis hypogaea] — 葉子 / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/105026294. Original attribution: no rights reserved, uploaded by 葉子. Resized and re-encoded; no subject alteration."
Arapaima gigas,ピラルクー,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/600518045,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Arapaima gigas [Arapaima gigas] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/600518045. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Araucaria araucana,チリマツ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/219417340,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Araucaria araucana [Araucaria araucana] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/219417340. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Archilochus colubris,ノドアカハチドリ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/314800928,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Archilochus colubris [Archilochus colubris] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/314800928. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Architeuthis dux,ダイオウイカ,Auckland War Memorial Museum,iNaturalist,https://www.inaturalist.org/photos/68146399,cc-by,https://creativecommons.org/licenses/by/4.0/,"Architeuthis dux [Architeuthis dux] — Auckland War Memorial Museum / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/68146399. Original attribution: (c) Auckland War Memorial Museum, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Ardea alba,ダイサギ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/576660418,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Ardea alba [Ardea alba] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/576660418. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Argania spinosa,アルガンノキ,"El Harym Y, Belqat B (2017) First checklist of the fruit flies of Morocco, including new records (Diptera, Tephritidae). ZooKeys 702: 137-171. https://doi.org/10.3897/zookeys.702.13368",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Argania_spinosa_(10.3897-zookeys.702.13368)_Figure_1.jpg,cc-by,https://creativecommons.org/licenses/by/4.0,"Argania spinosa (10.3897-zookeys.702.13368) Figure 1 [Argania spinosa] — El Harym Y, Belqat B (2017) First checklist of the fruit flies of Morocco, including new records (Diptera, Tephritidae). ZooKeys 702: 137-171. https://doi.org/10.3897/zookeys.702.13368 / Wikimedia Commons, CC-BY (https://creativecommons.org/licenses/by/4.0); source: https://commons.wikimedia.org/wiki/File:Argania_spinosa_(10.3897-zookeys.702.13368)_Figure_1.jpg. Original attribution: https://zookeys.pensoft.net/article/13368/list/2/ (license). Resized and re-encoded; no subject alteration."
Armillaria ostoyae,オニナラタケ,Holger Krisp,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Armillaria-mellea-hallimasch.jpg,cc-by,https://creativecommons.org/licenses/by/3.0,"Armillaria-mellea-hallimasch [Armillaria ostoyae] — Holger Krisp / Wikimedia Commons, CC-BY (https://creativecommons.org/licenses/by/3.0); source: https://commons.wikimedia.org/wiki/File:Armillaria-mellea-hallimasch.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Aspergillus niger,クロコウジカビ,Just Sayori,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Aspergillus_niger_02.jpg,cc-by-sa,https://creativecommons.org/licenses/by-sa/4.0,"Aspergillus niger 02 [Aspergillus niger] — Just Sayori / Wikimedia Commons, CC-BY-SA (https://creativecommons.org/licenses/by-sa/4.0); source: https://commons.wikimedia.org/wiki/File:Aspergillus_niger_02.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Asterias rubens,ヨーロッパヒトデ,Darren Obbard,iNaturalist,https://www.inaturalist.org/photos/261432691,cc-by,https://creativecommons.org/licenses/by/4.0/,"Asterias rubens [Asterias rubens] — Darren Obbard / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/261432691. Original attribution: (c) Darren Obbard, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Athene cunicularia,アナホリフクロウ,Holger Braun,iNaturalist,https://www.inaturalist.org/photos/352308304,cc-by,https://creativecommons.org/licenses/by/4.0/,"Athene cunicularia [Athene cunicularia] — Holger Braun / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/352308304. Original attribution: (c) Holger Braun, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Attacus atlas,ヨナグニサン,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/4466444,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Attacus atlas [Attacus atlas] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/4466444. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Aurelia aurita,ミズクラゲ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/94479314,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Aurelia aurita [Aurelia aurita] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/94479314. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Avicennia marina,ヒルギダマシ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/513060144,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Avicennia marina [Avicennia marina] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/513060144. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Azolla filiculoides,アメリカオオアカウキクサ,Kevin Thiele,iNaturalist,https://www.inaturalist.org/photos/107323237,cc-by,https://creativecommons.org/licenses/by/4.0/,"Azolla filiculoides [Azolla filiculoides] — Kevin Thiele / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/107323237. Original attribution: (c) Kevin Thiele, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Bacillus subtilis,枯草菌,О2016льга,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Colonies_of_Bacillus_subtilis_(1_day_and_3_day_old).jpg,cc-by,https://creativecommons.org/licenses/by/4.0,"Colonies of Bacillus subtilis (1 day and 3 day old) [Bacillus subtilis] — О2016льга / Wikimedia Commons, CC-BY (https://creativecommons.org/licenses/by/4.0); source: https://commons.wikimedia.org/wiki/File:Colonies_of_Bacillus_subtilis_(1_day_and_3_day_old).jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Balaeniceps rex,ハシビロコウ,Annika Lindqvist,iNaturalist,https://www.inaturalist.org/photos/48493423,cc-by,https://creativecommons.org/licenses/by/4.0/,"Balaeniceps rex [Balaeniceps rex] — Annika Lindqvist / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/48493423. Original attribution: (c) Annika Lindqvist, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Balaenoptera musculus,シロナガスクジラ,Tomás Tamagno,iNaturalist,https://www.inaturalist.org/photos/615864130,cc-by,https://creativecommons.org/licenses/by/4.0/,"Balaenoptera musculus [Balaenoptera musculus] — Tomás Tamagno / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/615864130. Original attribution: (c) Tomás Tamagno, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Balaenoptera physalus,ナガスクジラ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/476047410,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Balaenoptera physalus [Balaenoptera physalus] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/476047410. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Basiliscus plumifrons,グリーンバシリスク,Josiah Londerée,iNaturalist,https://www.inaturalist.org/photos/203589937,cc-by,https://creativecommons.org/licenses/by/4.0/,"Basiliscus plumifrons [Basiliscus plumifrons] — Josiah Londerée / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/203589937. Original attribution: (c) Josiah Londerée, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Batrachochytrium dendrobatidis,カエルツボカビ,"Frank Filippi, CSIRO",Wikimedia Commons,https://commons.wikimedia.org/wiki/File:CSIRO_ScienceImage_1166_Frogs_being_tested_for_chytrid_fungus_infection.jpg,cc-by,https://creativecommons.org/licenses/by/3.0,"CSIRO ScienceImage 1166 Frogs being tested for chytrid fungus infection [Batrachochytrium dendrobatidis] — Frank Filippi, CSIRO / Wikimedia Commons, CC-BY (https://creativecommons.org/licenses/by/3.0); source: https://commons.wikimedia.org/wiki/File:CSIRO_ScienceImage_1166_Frogs_being_tested_for_chytrid_fungus_infection.jpg. Original attribution: CSIRO. Resized and re-encoded; no subject alteration."
Betta splendens,ベタ,Marcello Mastroianni Albuquerque Araújo,iNaturalist,https://www.inaturalist.org/photos/732172305,cc-by,https://creativecommons.org/licenses/by/4.0/,"Betta splendens [Betta splendens] — Marcello Mastroianni Albuquerque Araújo / iNaturalist, CC-BY (https://creativecommons.org/licenses/by/4.0/); source: https://www.inaturalist.org/photos/732172305. Original attribution: (c) Marcello Mastroianni Albuquerque Araújo, some rights reserved (CC BY). Resized and re-encoded; no subject alteration."
Birgus latro,ヤシガニ,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/280591056,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Birgus latro [Birgus latro] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/280591056. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
Bison bison,アメリカバイソン,Lucas Golden,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:American_Bison_with_Calf.jpg,cc-by,https://creativecommons.org/licenses/by/4.0,"American Bison with Calf [Bison bison] — Lucas Golden / Wikimedia Commons, CC-BY (https://creativecommons.org/licenses/by/4.0); source: https://commons.wikimedia.org/wiki/File:American_Bison_with_Calf.jpg. Original attribution: Own work. Resized and re-encoded; no subject alteration."
Bitis gabonica,ガボンアダー,no rights reserved,iNaturalist,https://www.inaturalist.org/photos/81367802,cc0,https://creativecommons.org/publicdomain/zero/1.0/,"Bitis gabonica [Bitis gabonica] — no rights reserved / iNaturalist, CC0 (https://creativecommons.org/publicdomain/zero/1.0/); source: https://www.inaturalist.org/photos/81367802. Original attribution: no rights reserved. Resized and re-encoded; no subject alteration."
